user_id,activity,date,start_time,end_time,duration_minutes,distance_km,calories_burned,heart_rate_avg,heart_rate_max,fatigue_level,satisfaction_level
User1,HIIT,2024-03-06,15:08:00,15:46:55,38.92,0.0,381.47,142,153,3,3
User1,Yoga,2024-03-08,09:16:00,10:40:40,84.67,0.0,299.28,87,98,5,2
User1,HIIT,2024-03-10,17:50:00,18:09:17,19.29,0.0,172.1,155,162,2,2
User1,Cycling,2024-03-11,13:54:00,14:16:43,22.72,9.71,436.01,133,143,4,5
User1,Swimming,2024-03-11,13:47:00,14:26:06,39.11,1.64,848.15,132,143,4,3
User1,Running,2024-03-13,12:58:00,13:35:23,37.4,6.92,458.28,158,172,4,3
User1,Walking,2024-03-15,07:46:00,08:45:57,59.96,4.4,227.83,110,120,1,3
User2,Running,2024-01-01,07:35:00,07:47:38,12.64,2.29,171.76,146,151,4,2
User2,Walking,2024-01-03,20:34:00,20:59:20,25.35,1.95,106.96,110,116,3,5
User2,Yoga,2024-01-05,18:14:00,18:44:27,30.46,0.0,90.46,92,103,2,2
User2,Yoga,2024-01-05,09:27:00,10:03:07,36.13,0.0,121.96,86,95,3,2
User2,Walking,2024-01-06,14:22:00,15:14:47,52.79,3.6,170.71,105,118,5,5
User2,Yoga,2024-01-08,09:47:00,11:05:39,78.66,0.0,266.13,96,106,2,1
User2,Yoga,2024-01-08,16:27:00,17:27:47,60.79,0.0,134.29,85,95,1,3
User2,Yoga,2024-01-10,17:56:00,19:05:15,69.27,0.0,212.65,81,87,1,3
User2,Running,2024-01-10,17:48:00,18:41:59,53.99,6.81,543.45,146,159,2,5
User2,Swimming,2024-01-11,14:57:00,15:10:09,13.16,0.64,323.41,120,133,1,1
User2,HIIT,2024-01-11,18:26:00,18:49:12,23.2,0.0,238.59,164,170,4,2
User2,HIIT,2024-01-13,16:45:00,17:10:32,25.55,0.0,277.31,169,176,5,5
User2,Cycling,2024-01-15,11:37:00,11:57:15,20.25,9.2,363.67,129,143,4,5
User2,HIIT,2024-01-15,07:57:00,08:13:21,16.36,0.0,171.93,154,164,2,4
User2,Running,2024-01-16,14:06:00,14:59:46,53.78,8.49,643.01,139,153,5,3
User2,Swimming,2024-01-16,20:43:00,21:05:18,22.31,0.96,498.76,111,121,3,3
User2,HIIT,2024-01-18,11:10:00,11:30:56,20.94,0.0,181.55,144,152,2,1
User2,Walking,2024-01-18,12:23:00,12:40:54,17.91,1.33,78.71,105,111,2,5
User2,Cycling,2024-01-22,20:03:00,21:00:56,57.95,24.71,1100.56,141,154,4,1
User2,Running,2024-01-24,09:52:00,10:45:51,53.86,9.01,680.53,146,160,4,5
User2,Walking,2024-01-24,21:42:00,22:04:09,22.15,1.77,99.38,94,108,5,2
User2,Running,2024-01-25,07:31:00,07:44:19,13.32,2.47,185.85,134,144,3,2
User2,Walking,2024-01-25,10:46:00,11:37:52,51.87,4.34,240.62,96,106,5,5
User2,Yoga,2024-01-26,09:10:00,09:44:03,34.06,0.0,80.04,91,98,3,3
User2,HIIT,2024-01-27,11:28:00,12:12:07,44.12,0.0,497.49,168,179,4,5
User2,Yoga,2024-01-31,14:02:00,15:26:56,84.94,0.0,325.26,84,98,1,5
User2,Cycling,2024-02-01,17:11:00,17:50:06,39.1,17.26,746.85,126,140,3,2
User2,Swimming,2024-02-03,06:13:00,06:31:14,18.24,0.94,432.49,117,130,2,1
User2,Cycling,2024-02-03,07:09:00,07:38:51,29.86,8.76,309.0,124,132,4,3
User2,Yoga,2024-02-05,17:32:00,18:17:34,45.57,0.0,137.13,104,111,5,4
User2,Swimming,2024-02-07,08:16:00,08:51:44,35.74,1.62,723.93,137,149,3,1
User2,Cycling,2024-02-07,11:17:00,11:34:24,17.41,7.79,358.52,135,144,3,2
User2,Yoga,2024-02-08,13:02:00,13:59:06,57.1,0.0,193.48,82,90,1,3
User2,Running,2024-02-08,16:56:00,17:55:33,59.56,8.32,624.49,136,144,1,4
User2,Yoga,2024-02-09,15:12:00,16:03:25,51.43,0.0,200.66,96,109,3,1
User2,Walking,2024-02-09,10:22:00,11:25:41,63.68,4.96,213.06,99,112,4,5
User2,Walking,2024-02-10,11:57:00,12:14:17,17.29,1.23,64.18,108,115,4,3
User2,HIIT,2024-02-10,21:50:00,22:34:01,44.02,0.0,379.29,148,153,1,3
User2,Running,2024-02-11,18:24:00,18:48:49,24.83,4.61,330.27,130,139,2,4
User2,HIIT,2024-02-11,09:02:00,09:44:10,42.17,0.0,391.96,150,158,3,1
User2,Cycling,2024-02-13,15:27:00,16:58:15,91.26,24.53,1123.42,139,151,3,3
User2,Running,2024-02-14,21:51:00,22:15:09,24.16,4.32,315.14,137,148,3,5
User2,Walking,2024-02-15,15:01:00,15:13:47,12.79,1.18,70.43,95,108,2,4
User2,Yoga,2024-02-16,18:51:00,20:10:53,79.89,0.0,216.39,93,107,1,5
User2,Yoga,2024-02-17,13:47:00,14:34:12,47.2,0.0,172.99,96,104,2,5
User2,Walking,2024-02-18,11:34:00,12:26:53,52.9,4.29,185.11,109,114,5,3
User2,HIIT,2024-02-20,14:27:00,14:51:50,24.85,0.0,208.97,151,164,2,3
User2,Running,2024-02-22,11:07:00,11:18:46,11.77,2.14,129.46,133,142,3,4
User2,Cycling,2024-02-23,13:20:00,14:03:33,43.56,14.77,713.93,133,144,1,5
User2,Walking,2024-02-23,20:45:00,21:25:26,40.45,3.84,172.91,109,121,1,1
User2,Yoga,2024-02-24,16:57:00,17:37:19,40.32,0.0,127.06,102,112,2,3
User2,Yoga,2024-02-25,13:19:00,13:58:18,39.31,0.0,113.46,86,92,4,3
User2,HIIT,2024-02-25,07:42:00,08:22:48,40.81,0.0,455.06,152,162,2,3
User2,Yoga,2024-02-28,13:11:00,14:22:33,71.56,0.0,149.3,107,120,3,2
User2,Cycling,2024-02-28,15:53:00,16:30:44,37.75,16.1,793.36,128,141,3,4
User2,HIIT,2024-02-29,06:40:00,07:23:24,43.4,0.0,397.28,153,158,2,3
User2,Cycling,2024-03-02,19:34:00,20:35:51,61.86,20.56,751.1,136,150,2,2
User2,Cycling,2024-03-03,11:30:00,12:13:35,43.59,21.58,977.83,142,155,4,4
User2,Cycling,2024-03-03,19:37:00,20:04:31,27.52,10.27,466.23,132,145,3,3
User2,Yoga,2024-03-04,17:35:00,18:30:07,55.13,0.0,182.29,93,98,5,3
User2,Swimming,2024-03-05,06:14:00,06:38:27,24.45,1.54,689.69,112,123,5,2
User2,Swimming,2024-03-05,11:24:00,12:05:12,41.2,1.94,845.24,139,147,5,2
User2,Running,2024-03-06,11:49:00,12:22:01,33.02,4.34,325.97,147,159,5,3
User2,Swimming,2024-03-07,18:41:00,19:07:16,26.28,1.24,717.24,124,133,3,3
User2,Walking,2024-03-08,14:37:00,15:16:28,39.47,3.65,167.93,108,117,1,3
User2,HIIT,2024-03-09,06:29:00,06:48:39,19.66,0.0,200.02,142,147,4,4
User2,HIIT,2024-03-10,19:45:00,20:19:46,34.77,0.0,398.12,167,177,1,5
User2,Running,2024-03-10,12:36:00,13:12:47,36.79,4.77,308.76,149,162,2,2
User2,Yoga,2024-03-11,14:31:00,15:43:04,72.07,0.0,277.46,88,100,1,5
User2,Cycling,2024-03-12,12:04:00,12:31:04,27.07,12.03,456.19,131,140,5,2
User2,Yoga,2024-03-12,15:45:00,16:56:04,71.07,0.0,157.51,90,100,1,2
User2,Cycling,2024-03-13,20:55:00,22:06:04,71.07,19.8,824.15,121,130,5,2
User2,Walking,2024-03-13,18:01:00,19:06:52,65.88,4.93,206.52,101,108,3,5
User2,Running,2024-03-14,10:26:00,11:33:46,67.78,9.05,677.5,149,160,1,2
User2,Swimming,2024-03-14,18:22:00,18:43:39,21.66,1.17,641.09,124,137,5,5
User2,Cycling,2024-03-15,10:58:00,11:23:51,25.87,10.76,336.49,149,160,3,1
User2,Swimming,2024-03-15,07:16:00,07:34:33,18.55,0.94,383.7,130,138,1,2
User2,Yoga,2024-03-16,20:09:00,20:44:34,35.57,0.0,107.3,106,117,3,5
User2,Cycling,2024-03-16,18:14:00,19:00:00,46.01,18.56,665.2,129,134,1,2
User2,Swimming,2024-03-18,15:38:00,15:54:41,16.7,0.83,466.78,113,118,5,3
User3,Swimming,2024-01-01,06:53:00,07:24:16,31.28,1.45,800.26,129,136,4,4
User3,Swimming,2024-01-02,15:02:00,15:35:09,33.15,1.88,1050.91,124,135,4,5
User3,Yoga,2024-01-03,19:56:00,20:27:02,31.04,0.0,71.75,91,100,5,1
User3,Walking,2024-01-03,12:52:00,13:37:13,45.23,3.22,169.64,98,111,5,4
User3,Running,2024-01-04,18:14:00,18:50:40,36.67,4.8,302.31,130,138,3,1
User3,Walking,2024-01-04,19:36:00,20:23:37,47.62,3.74,160.86,93,105,1,4
User3,Yoga,2024-01-05,15:17:00,15:55:42,38.7,0.0,135.48,102,110,1,4
User3,HIIT,2024-01-07,21:46:00,22:30:13,44.23,0.0,509.56,154,165,5,4
User3,Yoga,2024-01-08,11:17:00,12:21:27,64.45,0.0,210.53,89,99,2,3
User3,Swimming,2024-01-09,07:48:00,08:08:00,20.01,0.99,453.21,129,136,1,1
User3,Walking,2024-01-10,12:35:00,13:19:44,44.75,3.69,160.03,104,115,3,1
User3,Running,2024-01-12,20:30:00,21:16:01,46.02,6.78,447.48,152,165,5,5
User3,Cycling,2024-01-14,16:48:00,17:59:27,71.46,27.29,1083.83,126,136,2,4
User3,Swimming,2024-01-14,08:03:00,08:11:33,8.56,0.57,341.61,134,139,4,2
User3,Running,2024-01-15,18:48:00,19:43:09,55.16,8.7,620.19,133,146,5,5
User3,Cycling,2024-01-16,19:12:00,20:16:48,64.81,16.32,716.76,138,148,5,5
User3,Walking,2024-01-17,09:16:00,09:31:28,15.47,1.42,73.37,119,127,3,5
User3,Walking,2024-01-17,21:10:00,21:46:58,36.98,3.26,161.01,115,124,3,3
User3,HIIT,2024-01-18,06:34:00,06:49:01,15.02,0.0,180.03,149,162,2,4
User3,Cycling,2024-01-19,11:08:00,12:02:39,54.66,23.93,898.74,140,151,1,5
User3,Yoga,2024-01-20,07:14:00,08:13:23,59.4,0.0,120.96,106,119,4,3
User3,HIIT,2024-01-20,13:51:00,14:15:32,24.54,0.0,213.03,155,166,2,4
User3,Swimming,2024-01-21,08:11:00,08:29:57,18.96,1.18,678.67,136,142,4,3
User3,Running,2024-01-21,16:08:00,16:21:58,13.98,2.66,211.62,130,137,3,3
User3,Cycling,2024-01-23,12:40:00,13:06:03,26.07,9.66,348.55,144,155,2,2
User3,Running,2024-01-24,19:06:00,19:28:59,22.99,3.81,261.03,130,141,3,1
User3,Walking,2024-01-28,18:48:00,19:19:11,31.18,2.53,128.39,107,120,2,1
User3,Cycling,2024-01-28,15:15:00,16:10:57,55.96,14.61,585.76,127,134,3,3
User3,Walking,2024-01-29,20:46:00,21:16:42,30.71,2.27,104.03,93,103,5,2
User3,Walking,2024-01-30,06:06:00,06:26:46,20.77,1.42,57.15,111,125,3,1
User3,Running,2024-01-30,16:31:00,16:55:03,24.06,4.37,298.13,147,157,4,2
User3,Walking,2024-01-31,21:38:00,22:24:22,46.38,4.32,194.77,111,123,4,5
User3,Running,2024-02-01,09:38:00,10:23:12,45.2,6.01,432.84,140,154,3,5
User3,Swimming,2024-02-02,17:47:00,18:09:05,22.09,1.23,633.49,139,149,4,3
User3,Yoga,2024-02-03,10:34:00,11:51:52,77.88,0.0,199.54,85,96,3,4
User3,HIIT,2024-02-04,12:02:00,12:21:59,19.99,0.0,194.49,144,149,1,4
User3,HIIT,2024-02-04,11:21:00,11:54:37,33.62,0.0,339.42,156,161,2,1
User3,HIIT,2024-02-06,11:54:00,12:37:06,43.1,0.0,357.94,167,177,3,3
User3,Swimming,2024-02-06,14:44:00,15:13:48,29.81,1.34,711.17,114,122,3,1
User3,Swimming,2024-02-07,07:45:00,08:03:29,18.49,0.79,356.78,135,147,4,4
User3,HIIT,2024-02-09,17:55:00,18:28:31,33.52,0.0,374.0,160,173,2,4
User3,Cycling,2024-02-13,18:12:00,18:32:28,20.48,7.61,371.24,138,148,4,4
User3,HIIT,2024-02-13,14:34:00,14:50:34,16.57,0.0,139.19,168,176,3,5
User3,Cycling,2024-02-14,09:13:00,10:13:18,60.31,20.47,878.86,129,142,1,3
User3,Swimming,2024-02-14,07:19:00,07:36:31,17.53,1.14,616.63,137,145,1,3
User3,HIIT,2024-02-15,10:32:00,10:48:07,16.13,0.0,166.83,143,149,1,3
User3,Walking,2024-02-15,14:35:00,14:52:01,17.02,1.15,57.75,112,121,3,4
User3,Walking,2024-02-17,09:14:00,09:28:30,14.52,1.41,75.36,94,107,5,3
User3,HIIT,2024-02-18,20:29:00,20:50:59,21.99,0.0,197.26,152,164,2,3
User3,Walking,2024-02-18,20:09:00,20:53:43,44.72,4.33,183.55,114,119,5,5
User3,Yoga,2024-02-19,19:08:00,19:38:30,30.51,0.0,70.05,81,90,2,4
User3,Yoga,2024-02-19,13:00:00,13:43:00,43.02,0.0,144.5,90,96,5,4
User3,Cycling,2024-02-20,18:34:00,19:37:00,63.0,28.45,985.53,123,128,1,4
User3,Yoga,2024-02-20,16:46:00,18:14:38,88.65,0.0,279.69,86,95,2,3
User3,Walking,2024-02-21,12:15:00,13:11:26,56.44,4.42,240.87,113,121,1,1
User3,Swimming,2024-02-23,15:52:00,16:10:08,18.14,0.79,395.41,112,125,1,3
User3,HIIT,2024-02-25,14:38:00,14:53:48,15.81,0.0,176.53,162,175,3,4
User3,Yoga,2024-02-26,12:15:00,12:45:06,30.11,0.0,91.24,105,118,3,5
User3,Yoga,2024-02-26,14:59:00,16:04:54,65.9,0.0,188.91,105,117,2,1
User3,HIIT,2024-03-02,07:54:00,08:36:26,42.43,0.0,446.37,144,149,3,1
User3,Swimming,2024-03-02,09:23:00,09:50:13,27.22,1.33,760.28,134,148,2,4
User3,HIIT,2024-03-05,08:46:00,09:12:20,26.34,0.0,312.93,167,179,4,2
User3,Yoga,2024-03-06,13:03:00,14:30:03,87.06,0.0,322.39,97,110,3,1
User3,Walking,2024-03-07,16:30:00,17:19:11,49.2,4.32,196.5,117,122,3,4
User3,Yoga,2024-03-08,21:43:00,22:35:56,52.95,0.0,181.27,99,108,4,3
User3,Swimming,2024-03-09,06:41:00,07:05:42,24.71,1.25,643.18,136,148,3,2
User3,Swimming,2024-03-09,20:06:00,20:40:20,34.34,1.49,788.57,124,137,3,5
User3,Cycling,2024-03-10,16:24:00,17:28:22,64.37,21.74,732.06,147,161,5,2
User3,Swimming,2024-03-12,15:17:00,15:38:00,21.0,0.85,487.9,111,125,1,2
User3,Yoga,2024-03-12,18:16:00,19:30:14,74.24,0.0,232.73,83,90,2,2
User3,Walking,2024-03-13,12:36:00,13:17:42,41.71,2.82,118.77,119,124,1,5
User3,HIIT,2024-03-13,08:27:00,09:00:17,33.29,0.0,303.05,163,177,5,5
User3,Walking,2024-03-14,11:46:00,12:00:47,14.8,1.26,62.21,111,116,2,1
User3,Swimming,2024-03-15,12:38:00,12:51:15,13.26,0.66,354.9,120,127,5,1
User3,HIIT,2024-03-15,17:31:00,18:04:22,33.38,0.0,324.2,162,168,1,5
User3,Cycling,2024-03-17,11:58:00,13:14:31,76.53,28.29,1219.72,123,133,2,1
User3,Cycling,2024-03-18,15:31:00,16:52:26,81.43,21.47,731.7,140,151,2,1
User3,Swimming,2024-03-18,17:13:00,17:43:52,30.87,1.39,647.51,124,138,4,1
User4,Walking,2024-01-04,12:01:00,12:12:44,11.74,1.03,54.32,99,108,1,2
User4,Yoga,2024-01-05,10:07:00,10:53:28,46.47,0.0,155.44,103,110,5,2
User4,Cycling,2024-01-05,09:00:00,09:54:31,54.52,14.31,569.91,132,142,3,2
User4,HIIT,2024-01-06,20:03:00,20:29:49,26.83,0.0,277.98,148,155,2,1
User4,Swimming,2024-01-14,18:08:00,18:25:10,17.17,1.13,652.15,111,123,5,5
User4,HIIT,2024-01-15,07:21:00,07:39:49,18.82,0.0,224.9,161,168,3,4
User4,Walking,2024-01-17,12:21:00,12:54:10,33.18,2.34,115.03,96,108,3,3
User4,HIIT,2024-01-18,12:43:00,13:25:56,42.94,0.0,473.54,148,156,1,5
User4,HIIT,2024-01-19,11:56:00,12:24:08,28.14,0.0,262.93,160,165,5,4
User4,HIIT,2024-01-19,20:45:00,21:01:57,16.96,0.0,139.26,149,157,4,3
User4,Cycling,2024-01-20,14:37:00,15:40:37,63.62,19.01,808.76,131,137,5,3
User4,Cycling,2024-01-20,10:15:00,10:39:45,24.75,7.76,257.94,149,154,1,3
User4,Cycling,2024-01-21,19:26:00,20:24:56,58.95,18.91,929.58,142,156,5,1
User4,Running,2024-01-22,14:49:00,15:30:07,41.13,6.23,402.47,149,155,3,2
User4,HIIT,2024-01-22,07:27:00,08:06:19,39.32,0.0,356.36,149,156,1,5
User4,Running,2024-01-23,10:43:00,11:27:35,44.59,7.48,457.31,152,160,5,1
User4,Running,2024-01-24,17:49:00,18:38:06,49.11,7.03,519.97,156,165,3,5
User4,Swimming,2024-01-25,13:47:00,13:57:43,10.73,0.67,380.4,130,139,3,5
User4,Cycling,2024-01-27,14:24:00,15:55:17,91.29,28.77,1436.84,148,155,4,3
User4,Yoga,2024-01-28,18:22:00,19:32:55,70.92,0.0,176.62,104,112,1,3
User4,Cycling,2024-01-28,10:30:00,11:50:59,81.0,28.04,892.59,120,131,5,3
User4,Walking,2024-01-29,19:23:00,19:51:54,28.91,2.1,126.02,97,109,3,2
User4,Swimming,2024-01-29,17:40:00,18:28:26,48.45,1.94,1106.99,132,144,2,3
User4,Yoga,2024-02-03,10:06:00,10:51:20,45.34,0.0,96.58,93,99,2,3
User4,Walking,2024-02-03,21:45:00,21:57:42,12.71,1.26,71.02,110,117,4,4
User4,Cycling,2024-02-04,16:52:00,17:08:18,16.31,5.37,176.33,131,139,2,5
User4,Swimming,2024-02-04,08:38:00,08:55:40,17.68,1.02,519.35,120,129,4,3
User4,HIIT,2024-02-05,21:01:00,21:42:47,41.79,0.0,406.17,157,162,4,2
User4,HIIT,2024-02-06,13:36:00,13:58:34,22.57,0.0,193.53,146,154,2,4
User4,Cycling,2024-02-07,13:44:00,14:44:27,60.46,17.2,835.15,141,152,5,3
User4,Yoga,2024-02-09,16:44:00,17:28:42,44.71,0.0,155.98,94,104,4,4
User4,Cycling,2024-02-09,06:16:00,07:31:57,75.96,24.26,812.85,127,141,4,3
User4,Walking,2024-02-10,11:07:00,11:34:47,27.79,1.91,96.89,110,124,5,5
User4,Yoga,2024-02-11,07:06:00,07:57:56,51.95,0.0,147.94,97,104,5,3
User4,Running,2024-02-11,17:52:00,18:35:32,43.54,8.29,557.74,131,140,5,4
User4,Running,2024-02-12,17:33:00,18:01:48,28.8,4.36,280.43,157,165,4,2
User4,Running,2024-02-12,19:26:00,20:19:02,53.05,9.13,597.76,133,147,3,3
User4,Yoga,2024-02-13,15:47:00,16:45:27,58.45,0.0,123.92,107,113,4,1
User4,Swimming,2024-02-14,10:48:00,11:27:35,39.6,1.7,780.78,136,148,2,2
User4,Cycling,2024-02-16,19:48:00,20:05:11,17.19,6.37,269.91,139,151,1,3
User4,Running,2024-02-16,17:04:00,17:48:37,44.63,8.16,589.62,143,149,4,3
User4,Walking,2024-02-17,15:28:00,16:29:35,61.58,4.8,267.66,115,128,5,2
User4,HIIT,2024-02-19,15:01:00,15:34:23,33.39,0.0,280.45,140,154,1,1
User4,Swimming,2024-02-19,17:24:00,17:50:46,26.77,1.41,748.44,116,122,4,2
User4,Swimming,2024-02-21,06:35:00,06:58:23,23.4,1.37,617.01,127,136,4,3
User4,Yoga,2024-02-21,08:22:00,09:11:47,49.8,0.0,120.43,103,109,5,5
User4,Cycling,2024-02-23,07:03:00,08:37:42,94.7,26.22,1131.54,140,145,1,3
User4,HIIT,2024-02-24,06:37:00,07:16:38,39.64,0.0,355.43,163,174,3,2
User4,Cycling,2024-02-27,21:03:00,21:39:07,36.12,15.88,591.48,122,128,4,1
User4,HIIT,2024-02-28,17:16:00,17:51:10,35.18,0.0,417.67,169,177,3,1
User4,Swimming,2024-02-29,11:09:00,11:25:24,16.41,0.74,362.32,111,116,1,1
User4,Yoga,2024-03-02,13:56:00,14:56:36,60.6,0.0,227.53,94,107,5,4
User4,Walking,2024-03-02,21:46:00,22:29:59,44.0,3.94,214.7,98,111,3,1
User4,Swimming,2024-03-05,08:48:00,09:03:27,15.45,0.87,491.21,126,132,3,1
User4,Walking,2024-03-06,17:16:00,17:42:01,26.03,1.96,100.19,98,109,2,5
User4,Cycling,2024-03-06,09:15:00,10:39:21,84.37,29.52,1183.4,136,148,1,5
User4,Running,2024-03-07,20:49:00,21:03:23,14.39,2.64,202.21,154,163,4,4
User4,Yoga,2024-03-08,09:47:00,10:43:56,56.94,0.0,204.49,82,88,1,1
User4,Walking,2024-03-10,09:50:00,10:30:49,40.83,2.84,136.9,114,121,3,5
User4,Yoga,2024-03-11,11:34:00,12:35:09,61.16,0.0,218.12,107,121,2,5
User4,Cycling,2024-03-11,12:51:00,13:24:19,33.32,8.67,316.5,135,147,1,2
User4,Swimming,2024-03-12,19:39:00,19:56:41,17.68,0.87,478.38,112,124,2,4
User4,Swimming,2024-03-15,14:52:00,15:18:20,26.34,1.48,842.15,110,120,5,2
User4,Cycling,2024-03-16,15:38:00,16:08:40,30.67,14.82,678.21,145,154,3,2
User4,Running,2024-03-18,15:22:00,15:39:47,17.79,2.57,189.09,139,148,5,2
User4,HIIT,2024-03-18,21:51:00,22:16:15,25.26,0.0,243.12,141,155,3,1
User5,Running,2024-01-01,12:25:00,12:39:47,14.79,2.18,162.13,131,136,3,4
User5,Swimming,2024-01-01,17:40:00,18:10:32,30.55,1.99,821.77,110,124,3,4
User5,Yoga,2024-01-03,06:28:00,07:07:04,39.07,0.0,152.47,84,97,3,1
User5,Yoga,2024-01-04,07:03:00,07:36:00,33.01,0.0,100.42,80,89,2,3
User5,HIIT,2024-01-06,11:09:00,11:33:51,24.86,0.0,233.65,149,159,3,1
User5,Yoga,2024-01-07,09:41:00,10:44:23,63.4,0.0,179.24,109,118,1,5
User5,Yoga,2024-01-07,12:53:00,14:21:07,88.13,0.0,222.74,83,88,3,2
User5,Swimming,2024-01-09,18:37:00,19:15:08,38.14,1.75,1024.26,114,124,4,2
User5,Yoga,2024-01-09,15:30:00,16:38:04,68.08,0.0,139.23,109,117,5,2
User5,Cycling,2024-01-10,18:30:00,19:11:42,41.7,19.07,946.05,141,149,4,4
User5,Walking,2024-01-10,21:14:00,21:58:29,44.49,3.26,183.85,102,111,3,1
